Comment,VideoId,VideoUrl
"<a href=""https://www.youtube.com/watch?v=4R81xy_w9H8&amp;t=161"">2:41</a> tranquilo viejo",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Ya, Aldo, pero yo me siento muy sólido, aunque esté hecho en mayor parte de espacio vacío",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Impresionante,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
alguna vez llegaré de manera random al primer video del canal? 🤔,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Cuántas Tierras caben en UY Scuty,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
ya me dió vértigo D::,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Lo que pasa es que son cuatrillones y cuatrillones de átomos,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"<a href=""https://www.youtube.com/watch?v=4R81xy_w9H8&amp;t=200"">3:20</a><br><br><br><a href=""https://www.youtube.com/watch?v=4R81xy_w9H8&amp;t=116"">1:56</a><br><a href=""https://www.youtube.com/watch?v=4R81xy_w9H8&amp;t=122"">2:02</a>",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Tan poquitos que somos y estamos destruyendo un planeta,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Puro  pedo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"deja la hierba, no te hace bien",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
¿ Como se llama esa ley que determina la distancia entre las órbitas de los planetas ???,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Todavía no vi el vídeo, aldo pregunto cuando fue hace 1 millón de segundos atras, mi respuesta es 15 de marzo de 2009<br><br>Edit: jajajaja creo que me emocioné hahaha<br><br>Y acaba de preguntar cuando fue hace 1000 millones de segundos atras... Mi respuesta es hace 28 años<br><br>Edit: Ah bueno casi",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Sí,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
15 horas,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
El humano que habitaba en el alien que hoy conocemos.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Aprendí muchísimo, gracias Aldo :D",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Hace mucho creo que ley que si a toda la humanidad le restamos el vacio de sus atomos solo ocuparia el tamaño de un terron de azucar ¿Eso es verosimil?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Acá desde Chile en el 2022 viendo a este Rockstar de la ciencia 😎,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
mentis desde que te levantas,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Alguien que se emocione como aldo hablando de millones segundos. Aún hay esperanza para la humanidad.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
somos insignificantes ente la inmensidad de tamaño q tiene canis mayoris XD,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
2022 Aldo tenía bigote hace 7 años :v,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo Rockstar!!!!!,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Me hiciste reír mucho, deberías volver hacer así de expresivo. Es más gracioso y más entretenido. Me gusta todo lo de tu canal",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"La distancia d la tierra a la luna no es tan lejos. Un camionero recorre esa distancia en menos d 4 años con su camión a 80 k/h y no está 24 hs x día viajando, a lo sumo 10 hs x día. O sea q en 24 años hace 3 viajes a la luna de ida y vuelta.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Estaría bueno q desarrolles más el tema d los átomos y la materia. No quedó muy claro eso d 99,99% vacío.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Unos meses capaz. Ahora vamos a sacar la cuenta.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Cuan diferente era algo, hasta tenía banda de rock",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Llegué por un recomendado de unos cuantos días y este tiene 7 años ya,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Es el Polo del New P<br>😱🤩🥳,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Cuando Aldo era un McLoving Rockstar,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Que joven el Aldo.maestro no somos ni siquiera polvo en el universo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Este vídeo con esta info me parece muy genial, pero me genera un problema, no me siento cómodo simplemente creyéndome toda esa info y me obliga a investigar para comprobarla, pero me da pereza investigar todo eso... Talvez con videos así será bueno poner fuentes en la descripción para mayor credibilidad.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
entonces<br>si el sol es asi de chiquito contra canis mayoris<br>si comparamos nuestro sol contra uy scuti o stephenson 18<br>el sol es solo es?<br>un granito de arena en el desierto,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Digo que un millón de segundos son 7 años más o menos,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
A la madre Aldo cómo has cambiado desde hace 7 años hasta hoy,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
20 millones de vcs mas expresivo en 2014 jejejejeje otro numero de inexpresion dificil de imaginar,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Y entonces cual es la estrella mas grande descubierta hasta hoy dia, en comparacion con nuestro Sol???",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Pero que acabo de revivir xd,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
No reconozco a éste Aldo AKDHSKSJ,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"eramos tan jóvenes!, hace un mes estoy viendo todos los videos del canal! que pasada aldo, me sorprende ver lo optimista que son los cientificos con las fechas de las misiones y proyectos XD",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me quito el sombrero con este video. Increíble! Saludos a los científicos internacionales desde México😎,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Srs. Alguien puede ayudarme con sus respuestas, si la luna está a 384 000 kilómetros? Como el hombre hizo para llegar en tan corto tiempo... Ya que creo que en el espacio no se puede alcanzar grandes velocidades?",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
🤯,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Jajaja qué onda con el tigre en el intro,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo actual: 😐🤖<br>Aldo del pasado: 😎🤟🏻🔥,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Me va a explotar la cabeza 9000 millones de veces cabe el sol en canis mayoris !!!¡¡¡ son proporciones inimaginables ,gracias por el videooo!!",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"O sea que la diferencia entre una cabeza humana y un átomo, es la misma que hay entre la tierra y una canica 😂",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Sos todo un crack, saludos desde ARGENTINA",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Con el contenido de calidad, pasa como con las canciones buenas. No importa cuando tiempo pase, siguen siendo buenas!",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Amor tu camiseta del Niupi 😍,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
El robot de palta,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
1 nanometro= 10 atomos.<br>1 metro roto en mil millones de pedasos (El fragmento de esos pedasos)= 1 nanometro<br><br>En un nanometro perfectamente caben 10 atomos.<br><br>Un virus 🦠 mide entre 6 a 10 nanometros sino mal recuerdo 0w0,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
1000000s son 11 dias,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo prime.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
¿31.000 años atrás?: Ese tiempo nunca existió.-,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me encanta como se pone hablando de números,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Falto el de mi pilin,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Excelente.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Muy bueno el video, me fascina tratar de &quot;comprender&quot; todo lo que ha hecho nuestro creador, Jehová Dios...!! Saludos desde las sierras de Córdoba Argentina...!!! 👍👌💪🇦🇷",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Esta es una nueva versión de Aldo jeje , más hevy y menos Cyborg",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo cuando fumaba chala,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Jajaja madre mía el intro retro,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
No somos nada :c ahora con su permiso me voy a suicidar :s,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Una semana, mas o menos, sería un millón de segundos atrás.<br><br>Edit: Cerca xd",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Diooooos me encantan tus vídeos y tu personalidad 😍 me quiero casar contigo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"FAMILIA !.....VOY A DAR LA VUELTA A LA ESTRELLA CANIS , REGRESO EN MIL CIEN AÑOS.😯😁",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Gracias a tu canal aldo, youtube comenzó para mí a ser san youtube. <br>Han sido miles de horas mirando tus videos. Río, aprendo y olvido lo difícil que aveces es la vida.<br>Ojalá nunca nos dejes. Y por el contrario, trasciendas en el tiempo. 😌",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Que facha,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Muy buen video. Para educar no hay que perder el humor ni la rigurosidad científica. Saludos de ARG,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
¿Manejar un carro a velocidad máxima de qué? El sonido no deja escuchar bien.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo cuando eras jovencitooooo jajaja saludos de venezuelá papi 6 años déspues...,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Cómo alterar a Aldo<br>Decirle que puedes imaginar un millón de guitarras,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Que onda con los vídeos de Aldo de hace 6 años? 😐,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Youtube: porque no??? Vamos a recomendarle a este un vídeo de hace casi 7 años,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Te hubieras puesto la de cruz azul... saludos xd,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Yo viendo esto en 2021 xD,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
😳,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Cuando Aldo era &quot;sardino&quot; y más guapo, quien cree!! 🤭",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Que Rockstar Aldo bb, yutu y sus recomendaciones me llevan a erecciones repentinas.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Y los chistes? XD,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo expresivo... Qué buena época para estar vivo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Noel Gallagher?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Ese Aldo era más chévere jajaja,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
aldo chikito xd,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
11. 57 dias aproximadamente es 1M de seg,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"La última parte m dejo impactado, es tan inmenso que nosotros seríamos un simple microbio, es tan inmenso que no creo que podríamos observarlo a ninguna distancia (de manera real, es decir a la vista) wow",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me siento más poco especial de lo que ya me sentía :&#39;(,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Viendo estos videos, me doy cuenta de unas cosas:<br>-aldo tenía facha de rockstar.<br>-era más expresivo.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
2021 jejeje se ve raro más joven,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"creo q no somos nada absolutamente NADA, tengamos lo q tengamos excepto a DIOS",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
34 años creo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
3 semanas creo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Después de 2 años de seguirte, llego a un video de 6 años atrás alv",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me gusta el video y el canal por todas las enseñanzas pero con sólo pensar en esas cifras ya le da uno mareo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Siempre dicen que es imposible mostrar un mapa a escala de sistema solar, pero yo imagino que debe ser como una pantalla toda negra con un pixel blanco en el centro, parece bastante facil jaja",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Que hacemos aquí?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
😨😵😵😵🥵,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
¡Madre mía ese bigote! ¿En qué momento dejo de pedir likes?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"El espacio es relativo, es una relación de acercamiento y alejamiento entre dos cosas. Por lo tanto no hay realmente &quot;espacio vacío&quot;, no hay ningún &quot;vacío&quot; entre el electrón y el núcleo, solo una relación de acercamiento y alejamiento.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
con que Noel Gallagher no? :),4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Y cuando es 1.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000 de sugundos atras?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
1100 años de viaje en avión ¿cuánto jet lag produce?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Después de ver este pequeño video que solo refiere un par de cosas grandes mi autoestima quedó no por debajo del suelo sino por debajo de un átomo. Imagina si hubiera hablado de los millones de cosas más grandes que seguro existen en el universo ?? 😣,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Sin los lentes aldo se ve muy diferente,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"si decimos que hay espacio vacio entre el nucleo del atomo y del elecrton, como definimos ese &quot;vacio&quot;, es decir segun yo se no existe el vacio total/absoluto, nosotros para por ejemplo definir un lapiz decimos que tiene moleculas, compuestas por distintos atomos y estos atomos por sus particulas (nucleo, electron,etc.) y estos tienen quarks (y los otros q no recuerdo el nombre) pero como definimos el espacio entre estos atomos?",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
la verdadera pregunta es cuantas particulas subatomicas tiene canis mayoris o cuantos humanos se nesecitan para igualar la masa de canis mayoris,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
APRENDI QUE SOY PEOR QUE UN MISERABLE POLVO ESTELAR. GRACIASSS,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"De verdad tienes tantos años en Youtube,y nunca recibí una recomendación de tu canal por parte de la plataforma?  Increíble...",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo tenía emociones wow 😱,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Pensé que era la camiseta de Boca jajaja,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Uffff... Aldo con barba, viejo sabroso :)",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Aldo has ido perdiendo el carisma con el que salias años atras como este video , puedo decir que extraño al aldo de antes😔😔😔",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Youtube Recomendandome este video jaja cuando  Aldo era expresivo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Like si tu cabeza echo humo jja,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
se ve una diferencia entre este aldo y el aldo actual xd,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
me duele el cerebro,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Canavis majoris ...<br><br>El drogadicto : ahh caray eso sí me interesa,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Pinche video barato,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Locaso  !!!,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Guglear? Que es eso?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Que genial la forma como ilustra los ejemplos. Gracias.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"He de decir que la PRESENCIA humana sí es masiva y dañina en el planeta, aunque en volumen nuestros cuerpos no, sí el consumo y la expansión abrupta en las redes tróficas.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Como decían los griegos desde antes que Platón: &quot;El vacío que ocupa el vacío&quot;,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"voy a copiar el enlace de ése video, y voy a pegarlo en uno reciente, no más para hacerte saber que me gustó mucho.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me encantó la intro! 😍,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Es chistoso como finge calcular en su cabeza la  cantidad de días según la cantidad de segundos jajaja,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Me encantó tu playera del Niupi ( no sé si así se escriba pero) Niupi Nipui Ra Ra Ra,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Wtf quien es este hombre y por qué es tan efusivo?,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
No se por qué youtube me recomienda esto en pleno diciembre de 2020,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
CUANTOS ATOMOS TIENES ESE ESTRELLA? NO VALE GOOGLEAR,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Nice video 👌,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Esto fue realmente increible,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Bonito el video,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
re salvaje!,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Me  imagine  un millon de suegras,  que  me hagan  la  vida  imposible.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
WOW WOW,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Hola,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Hola Soy Aldo, el rockstar!",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Joder Que buen video,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Como 300 horas,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Entonces los astronautas que fueron a la luna viajaron el equivalente de todos los planetas del sistema solar,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"No somos nada, no somos familiares 😁. Saludos cordiales desde Chile 🇨🇱.",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Me encanta que hagas tu música, o así lo creo yo, me da esa sensación de que la música que usas es hecha para esto",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Aldo buena forma de explicar las distancias reales del universo y tamaños de las extrellas ok,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"Caldo pone la guita donde la tenes que poner, corrupto hd p . Me debes 4 gambas",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Caldo,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Si hay tanta distancia entre el núcleo y un electrón entonces qué es un sólido??? Por ejemplo un bloque de hierro es 99% vacío???? Wtf,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
"She a superstar de the verve de intro, no me la esperaba a esa, que genial",4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
hace 1000000 de segundos son mas o menos 12 dias sin googlear,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
jaja juntar toda la población con covid :)<br>j,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Como olvidar cuando Aldo se daba un raquetaso antes de grabar,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
2020 jajaja,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
Estos vídeos me gustan más creo.,4R81xy_w9H8,https://www.youtube.com/watch?v=4R81xy_w9H8
